City,Locality,Restaurants,Avg_Rating,Avg_PriceRange
Hyderabad,Kondapur,1,4.2,3.0
Hyderabad,Ohri' Hitech City,1,4.1,3.0
Indore,Vijay Nagar,8,3.925,2.375
Indore,New Palasia,3,4.033333333333334,2.6666666666666665
Indore,Bhawar Kuan,2,3.9,3.0
Indore,Old Palasia,2,3.9,3.0
Indore,HIG-LIG,1,4.1,1.0
Indore,"Infiniti Hotel, Vijay Nagar",1,4.1,4.0
Indore,"Radisson Blu Hotel, Vijay Nagar",1,3.8,4.0
Indore,"Sayaji Hotel, Vijay Nagar",1,4.3,4.0
Indore,YN Road,1,4.0,3.0
Inner City,City and Suburban,1,4.9,4.0
Inner City,Marshalltown,1,4.9,4.0
Inverloch,Inverloch,1,3.7,1.0
Jaipur,C Scheme,6,4.233333333333333,2.6666666666666665
Jaipur,Civil Lines,2,4.05,3.0
Jaipur,"Holiday Inn Jaipur City Centre, Bais Godam",2,4.4,4.0
Jaipur,Lal Kothi,2,4.15,2.0
Jaipur,Vaishali Nagar,2,3.25,3.0
Jaipur,"Chokhi Dhani Village Resort, Tonk Road",1,4.3,3.0
Jaipur,"Devraj Niwas, Bani Park",1,4.0,3.0
Jaipur,"Hotel Clarks Amer, Malviya Nagar",1,4.9,4.0
Jaipur,Malviya Nagar,1,4.3,2.0
Jaipur,Tonk Road,1,4.3,3.0
Jaipur,Vidhyadhar Nagar,1,3.7,2.0
Jakarta,"Grand Indonesia Mall, Thamrin",2,4.35,3.0
Jakarta,Senopati,2,4.300000000000001,3.0
Jakarta,Cengkareng,1,4.9,3.0
Jakarta,Fatmawati,1,4.6,3.0
Jakarta,"Gandaria City Mall, Gandaria",1,3.9,3.0
Jakarta,"Hotel Shangri-La, Sudirman",1,4.6,3.0
Jakarta,Kelapa Gading,1,4.2,3.0
Jakarta,"Kota Kasablanka, Tebet",1,4.4,3.0
Jakarta,Penjaringan,1,4.9,3.0
Jakarta,"Plaza Festival, Kuningan",1,4.3,3.0
Jakarta,"Taman Impian Jaya Ancol, Ancol",1,4.9,3.0
Jakarta,Tanjung Duren,1,3.4,3.0
Jakarta,Tebet,1,4.0,3.0
Jakarta,Thamrin,1,4.3,3.0
Johannesburg,Parkhurst,3,4.066666666666666,4.0
Johannesburg,Greenside,1,4.3,4.0
Johannesburg,Parktown North,1,4.2,4.0
Johannesburg,Rosebank,1,4.5,4.0
Kanpur,Mall Road,4,3.925,2.0
Kanpur,Ashok Nagar,3,3.733333333333333,2.6666666666666665
Kanpur,Swaroop Nagar,3,3.6999999999999997,2.3333333333333335
Kanpur,Arya Nagar,1,3.3,2.0
Kanpur,Hotel Royal Cliff,1,4.0,4.0
Kanpur,IIT Kanpur,1,3.5,2.0
Kanpur,Parade,1,3.9,1.0
Kanpur,"Rave 3, Tilak Nagar",1,3.9,4.0
Kanpur,"Rave Moti, Kakadeo",1,3.8,3.0
Kanpur,"Status Club, Kanpur Cantonment",1,4.3,4.0
Kanpur,"The Landmark Hotel, Mall Road",1,3.9,4.0
Kanpur,Tilak Nagar,1,3.7,4.0
Kanpur,"Z Square Mall, Mall Road",1,4.0,3.0
Kochi,Kacheripady,3,4.066666666666666,2.0
Kochi,Kakkanad,3,3.8000000000000003,2.0
Kochi,Panampilly Nagar,3,4.033333333333333,2.0
Kochi,Edappally,2,4.1,1.5
Kochi,Kaloor,2,4.2,2.0
Kochi,"LuLu Mall, Edappally",2,4.25,2.0
Kochi,Chittoor Road,1,4.6,3.0
Kochi,Fort Kochi,1,4.2,2.0
Kochi,"Grand Hotel, MG Road",1,4.2,3.0
Kochi,Palarivattom,1,4.2,2.0
Kochi,Vyttila,1,3.6,2.0
Kolkata,Ballygunge,4,4.325,3.0
Kolkata,Park Street Area,4,4.225,2.75
Kolkata,"Acropolis Mall, Kasba ",2,4.4,3.0
Kolkata,"Sector 5, Salt Lake",2,4.25,3.0
Kolkata,Camac Street Area,1,4.4,3.0
Kolkata,Elgin,1,4.0,3.0
Kolkata,Golpark,1,4.2,2.0
Kolkata,Kidderpore,1,4.6,2.0
Kolkata,"Mani Square Mall, Kankurgachi",1,3.9,3.0
Kolkata,"Quest Mall, Ballygunge",1,4.4,3.0
Kolkata,"Silver Spring Arcade, Science City Area",1,4.1,3.0
Kolkata,Southern Avenue,1,4.0,3.0
Lakes Entrance,Lakes Entrance,1,3.8,1.0
Lakeview,Lakeview,1,3.6,1.0
Lincoln,Haymarket,1,4.5,2.0
London,Mayfair,2,4.6,4.0
London,"Upper St Martin's Lane, Covent Garden",2,4.5,2.5
London,"Albemarle Street, Mayfair",1,4.7,4.0
London,"Archer Street, Soho",1,4.5,3.0
London,"Beak Street, Soho",1,4.9,2.0
London,"Bishopsgate, City Of London",1,4.9,3.0
London,"Boundary Street, Shoreditch",1,4.5,3.0
London,"Broadwick Street, Soho",1,4.7,4.0
London,"Charlotte Street, Fitzrovia",1,4.6,3.0
London,Chelsea,1,4.7,4.0
London,"Conduit Street, Mayfair",1,4.5,4.0
London,Covent Garden,1,4.1,2.0
London,"D'arblay Street, Soho",1,4.5,3.0
London,"Lexington Street, Soho",1,4.9,2.0
London,"Long Acre, Covent Garden",1,3.8,2.0
London,"Portman Mews South, Marble Arch",1,4.5,3.0
London,"Tavistock Court, Covent Garden",1,4.1,2.0
London,"Walker's Court, Soho",1,4.6,3.0
Lorn,Lorn,1,3.6,2.0
Lucknow,Gomti Nagar,12,4.116666666666666,2.5
Lucknow,Hazratganj,3,4.166666666666667,2.3333333333333335
Lucknow,Aminabad,1,4.9,1.0
Lucknow,Lalbagh,1,4.2,3.0
Lucknow,Renaissance Lucknow Hotel,1,4.2,4.0
Lucknow,"Riverside Mall, Gomti Nagar",1,4.7,4.0
Lucknow,"Royal Inn, Hazratganj",1,4.2,3.0
Lucknow,Sadar Bazaar,1,4.0,2.0
Ludhiana,"Main Market, Sarabha Nagar",5,4.08,2.6
Ludhiana,Gurdev Nagar,3,3.9,2.6666666666666665
Ludhiana,Civil Lines,2,4.05,2.0
Ludhiana,"A Hotel, Gurdev Nagar",1,3.6,2.0
Ludhiana,Aggar Nagar,1,3.5,3.0
Ludhiana,BRS Nagar,1,4.1,3.0
Ludhiana,"Hyatt Regency, Rajguru Nagar",1,4.3,4.0
Ludhiana,PAU,1,3.5,3.0
Ludhiana,Rajguru Nagar,1,3.9,3.0
Ludhiana,Sarabha Nagar,1,4.2,2.0
Ludhiana,Shastri Nagar,1,4.6,2.0
Ludhiana,"Silver Arc Mall, Gurdev Nagar",1,3.8,3.0
Ludhiana,"Westend Mall, Rajguru Nagar",1,3.9,3.0
Macedon,Macedon,1,3.5,2.0
Macon,Macon,10,4.3100000000000005,2.3
Macon,Warner Robins,9,3.922222222222222,1.7777777777777777
Macon,Bonaire,1,3.9,2.0
Makati City,"Century City Mall, Poblacion, Makati City",1,4.8,3.0
Makati City,"Little Tokyo, Legaspi Village, Makati City",1,4.5,3.0
Manchester,Northern Quarter,4,4.275,2.75
Manchester,Spinningfields,3,4.333333333333333,2.6666666666666665
Manchester,Cheetham Hill,2,3.3,2.0
Manchester,Deansgate,2,4.2,3.5
Manchester,Market Street,2,4.1,3.5
Manchester,Oxford Road,2,3.5,2.0
Manchester,Rusholme,2,4.1,2.0
Manchester,"The Midland, Deansgate",2,4.25,3.5
Manchester,Levenshulme,1,3.9,2.0
Mandaluyong City,"SM Megamall, Ortigas, Mandaluyong City",3,4.7,3.6666666666666665
Mandaluyong City,"Edsa Shangri-La, Ortigas, Mandaluyong City",1,4.4,4.0
Mangalore,Balmatta,7,3.7142857142857144,2.2857142857142856
Mangalore,Kadri,3,3.6999999999999997,2.6666666666666665
Mangalore,Lalbagh,2,3.8499999999999996,2.0
Mangalore,Attavar,1,3.6,2.0
Mangalore,Bhavathi,1,4.2,2.0
Mangalore,"Goldfinch Hotel, Balmatta",1,3.5,4.0
Mangalore,Hampankatta,1,3.6,2.0
Mangalore,KS Rao Nagar,1,3.7,3.0
Mangalore,Kankanady,1,3.7,4.0
Mangalore,Kodailbail,1,4.1,3.0
Mangalore,"The Ocean Pearl, Kodailbail",1,3.7,2.0
Mayfield,Mayfield,1,2.9,2.0
Mc Millan,Mc Millan,1,2.4,1.0
Middleton Beach,Middleton Beach,1,3.8,3.0
Miller,Miller,1,3.4,1.0
Mohali,Sector 70,1,4.3,2.0
Monroe,Monroe,1,3.6,2.0
Montville,Montville,1,2.4,3.0
Mumbai,Lower Parel,3,4.133333333333334,2.6666666666666665
Mumbai,Malad West,3,4.333333333333333,2.3333333333333335
Mumbai,Borivali West,2,4.05,2.5
Mumbai,Powai,2,4.35,3.0
Mumbai,Azad Nagar,1,4.0,2.0
Mumbai,Borivali East,1,4.0,3.0
Mumbai,Fort,1,4.2,3.0
Mumbai,"Hill Road, Bandra West",1,4.1,3.0
Mumbai,Juhu,1,3.8,3.0
Mumbai,"Linking Road, Bandra West",1,3.8,3.0
Mumbai,"Majiwada, Thane West",1,3.9,3.0
Mumbai,"Ramee Guestline Hotel, Juhu",1,4.0,3.0
Mumbai,"Versova, Andheri West",1,4.1,3.0
Mumbai,Vile Parle East,1,3.6,3.0
Mysore,Vijay Nagar,7,3.6142857142857143,2.5714285714285716
Mysore,Chamrajpura,3,3.6666666666666665,2.3333333333333335
Mysore,Gokulam,3,3.6333333333333333,2.0
Mysore,Jayalakhsmipuram,3,3.8333333333333335,2.6666666666666665
Mysore,Doora,1,4.2,1.0
Mysore,Ittige Gudu,1,3.8,4.0
Mysore,Kuvempunagar,1,3.5,2.0
Mysore,"Pai Hotels, Doora",1,3.7,3.0
Nagpur,Bajaj Nagar,5,3.8599999999999994,1.6
Nagpur,Civil Lines,3,3.966666666666667,2.0
Nagpur,Dharampeth,3,3.9333333333333336,2.0
Nagpur,Sitabuldi,3,3.7000000000000006,3.0
Nagpur,Dhantoli,1,4.3,3.0
Nagpur,Mohan Nagar,1,4.4,3.0
Nagpur,Pratap Nagar,1,4.5,2.0
Nagpur,Ramdaspeth,1,4.0,3.0
Nagpur,Sadar,1,4.2,3.0
Nagpur,Vivekanand Nagar,1,3.8,3.0
Nashik,College Road,8,3.45,2.625
Nashik,Satpur,4,3.425,2.5
Nashik,Anand Wali Goan,3,3.6666666666666665,3.0
Nashik,"Bon Vivant, College Road",2,3.55,2.5
Nashik,"City Center, Parijat Nagar",1,3.8,4.0
Nashik,Parijat Nagar,1,3.8,4.0
Nashik,"SSK Solitaire, Satpur",1,3.4,3.0
New Delhi,Connaught Place,122,3.779831932773109,2.598360655737705
New Delhi,Rajouri Garden,99,3.628571428571429,2.202020202020202
New Delhi,Shahdara,87,3.0,1.1379310344827587
New Delhi,Defence Colony,86,3.49493670886076,1.930232558139535
New Delhi,Pitampura,85,3.168831168831169,1.4705882352941178
New Delhi,Malviya Nagar,84,3.417857142857143,1.7738095238095237
New Delhi,Mayur Vihar Phase 1,84,2.9859649122807017,1.2976190476190477
New Delhi,Rajinder Nagar,81,3.0564102564102567,1.4320987654320987
New Delhi,Safdarjung,80,3.247826086956522,1.675
New Delhi,Satyaniketan,79,3.5269230769230773,1.620253164556962
New Delhi,Karol Bagh,76,3.2416666666666667,1.5657894736842106
New Delhi,Krishna Nagar,76,3.0913043478260867,1.263157894736842
New Delhi,Hauz Khas,74,3.254385964912281,1.5405405405405406
New Delhi,Kalkaji,73,3.117142857142857,1.3835616438356164
New Delhi,Mahipalpur,69,2.96,1.463768115942029
New Delhi,Mukherjee Nagar,68,3.0083333333333333,1.0735294117647058
New Delhi,Chandni Chowk,67,3.358181818181818,1.1194029850746268
New Delhi,Shalimar Bagh,67,3.1608695652173915,1.2238805970149254
New Delhi,Greater Kailash (GK) 1,66,3.696969696969697,2.212121212121212
New Delhi,Greater Kailash (GK) 2,66,3.553030303030303,2.1818181818181817
New Delhi,Delhi University-GTB Nagar,65,3.2962962962962963,1.4615384615384615
New Delhi,Kamla Nagar,65,3.454838709677419,1.4461538461538461
New Delhi,Paharganj,64,2.9983333333333335,1.6875
New Delhi,Vasundhara Enclave,62,3.052941176470588,1.096774193548387
New Delhi,Jail Road,61,3.122,1.2131147540983607
New Delhi,Najafgarh,60,2.9,1.0666666666666667
New Delhi,Palam,60,2.9,1.2
New Delhi,Punjabi Bagh,60,3.393333333333333,1.9
New Delhi,Tilak Nagar,60,3.048148148148148,1.1166666666666667
New Delhi,Vikaspuri,60,3.067857142857143,1.35
New Delhi,Uttam Nagar,59,2.9057142857142857,1.0847457627118644
New Delhi,Laxmi Nagar,58,3.041509433962264,1.3275862068965518
New Delhi,Dilshad Garden,57,3.046875,1.3333333333333333
New Delhi,Jangpura,57,3.117142857142857,1.3333333333333333
New Delhi,East of Kailash,56,3.076923076923077,1.3571428571428572
New Delhi,Kirti Nagar,56,3.0910714285714285,1.7678571428571428
New Delhi,Paschim Vihar,56,3.148214285714286,1.3928571428571428
New Delhi,Naraina,54,3.0076923076923077,1.1481481481481481
New Delhi,Subhash Nagar,51,3.0277777777777777,1.1176470588235294
New Delhi,East Patel Nagar,50,3.229268292682927,1.52
New Delhi,Preet Vihar,49,3.1333333333333333,1.3673469387755102
New Delhi,Netaji Subhash Place,48,3.529166666666667,1.6458333333333333
New Delhi,Rohini,48,3.3520833333333333,1.5416666666666667
New Delhi,IP Extension,47,3.060714285714286,1.297872340425532
New Delhi,New Friends Colony,47,3.126470588235294,1.574468085106383
New Delhi,Chittaranjan Park,46,3.1305555555555555,1.5217391304347827
New Delhi,Green Park,46,3.2941176470588234,1.826086956521739
New Delhi,Janakpuri,46,3.3152173913043477,1.7391304347826086
New Delhi,Khan Market,44,3.802325581395349,2.7045454545454546
New Delhi,Daryaganj,43,3.2875,1.372093023255814
New Delhi,Munirka,43,3.040909090909091,1.255813953488372
New Delhi,Anand Vihar,42,3.281481481481481,1.380952380952381
New Delhi,Lajpat Nagar 1,42,3.126315789473684,1.2380952380952381
New Delhi,Nangloi,41,,1.024390243902439
New Delhi,South Extension 2,41,3.3294117647058825,1.7560975609756098
New Delhi,Moti Nagar,40,3.2217391304347824,1.4
New Delhi,Gujranwala Town,39,3.275,1.358974358974359
New Delhi,Janpath,39,3.5727272727272728,2.2051282051282053
New Delhi,GTB Nagar,38,3.361111111111111,1.5263157894736843
New Delhi,R K Puram,38,3.175,1.3421052631578947
New Delhi,Ashok Vihar Phase 1,36,3.09,1.3611111111111112
New Delhi,Saket,36,3.25625,1.6944444444444444
New Delhi,Tagore Garden,36,3.2809523809523813,1.3333333333333333
New Delhi,Vasant Vihar,36,3.2708333333333335,1.5555555555555556
New Delhi,Vivek Vihar,36,3.1,1.1944444444444444
New Delhi,Sainik Farms,35,2.75,1.1428571428571428
New Delhi,Geeta Colony,34,3.08,1.2058823529411764
New Delhi,MG Road,34,2.95,1.2647058823529411
New Delhi,Alaknanda,32,3.1291666666666664,1.375
New Delhi,Chanakyapuri,32,3.085714285714286,1.84375
New Delhi,Mayur Vihar Phase 3,32,2.945,1.28125
New Delhi,Nehru Place,32,3.196,1.53125
New Delhi,Lodhi Colony,31,3.29,2.032258064516129
New Delhi,Vijay Nagar,31,3.606451612903226,1.4838709677419355
New Delhi,Mayur Vihar Phase 2,29,3.1346153846153846,1.2413793103448276
New Delhi,"Pacific Mall, Tagore Garden",27,3.1956521739130435,1.7407407407407407
New Delhi,Shakarpur,27,2.942857142857143,1.1481481481481481
New Delhi,Jama Masjid,26,3.561111111111111,1.1923076923076923
New Delhi,Sarita Vihar,26,3.0,1.2307692307692308
New Delhi,Shahpur Jat,26,3.715384615384615,2.230769230769231
New Delhi,"V3S Mall, Laxmi Nagar",26,2.819230769230769,1.7692307692307692
New Delhi,Majnu ka Tila,25,3.1,1.32
New Delhi,Model Town 2,25,3.2560000000000002,1.48
New Delhi,"Select Citywalk Mall, Saket",25,3.764,2.2
New Delhi,Yusuf Sarai,25,3.075,1.24
New Delhi,Hauz Khas Village,24,3.845833333333333,2.7916666666666665
New Delhi,Karkardooma,23,3.4826086956521736,1.8695652173913044
New Delhi,"Moments Mall, Kirti Nagar",23,3.2347826086956526,1.6956521739130435
New Delhi,Qutab Institutional Area,23,2.9,1.2173913043478262
New Delhi,Vasant Kunj,23,3.686363636363636,2.260869565217391
New Delhi,Kailash Colony,22,3.5,1.6818181818181819
New Delhi,Lajpat Nagar 2,22,3.2523809523809524,1.9545454545454546
New Delhi,"Epicuria Food Mall, Nehru Place",21,3.505,2.142857142857143
New Delhi,Jasola,21,3.15,1.8095238095238095
New Delhi,"Dilli Haat, INA",20,3.225,1.35
New Delhi,Mehrauli,20,2.925,1.2
New Delhi,Pandav Nagar,20,2.9,1.15
New Delhi,Lodhi Road,19,3.2857142857142856,1.6842105263157894
New Delhi,"Community Centre, New Friends Colony",18,3.1,1.7222222222222223
New Delhi,Prashant Vihar,17,3.066666666666667,1.3529411764705883
New Delhi,Barakhamba Road,16,3.2083333333333335,1.4375
New Delhi,"Basant Lok Market, Vasant Vihar",15,3.2199999999999998,2.2
New Delhi,Civil Lines,15,3.3,1.4666666666666666
New Delhi,Lawrence Road,15,3.3111111111111113,1.2666666666666666
New Delhi,Mayapuri Phase 2,15,3.125,1.1333333333333333
New Delhi,SDA,15,3.223076923076923,1.6666666666666667
New Delhi,Ashok Vihar Phase 2,14,3.3785714285714286,2.0714285714285716
New Delhi,"Worldmark 1, Aerocity",14,3.22,1.8571428571428572
New Delhi,Zakir Nagar,14,,1.2142857142857142
New Delhi,Adchini,13,3.2923076923076926,2.0
New Delhi,"DLF Promenade Mall, Vasant Kunj",13,3.7615384615384615,1.6153846153846154
New Delhi,"Living Style Mall, Jasola",13,2.9846153846153842,1.7692307692307692
New Delhi,PVR Anupam Complex,13,3.430769230769231,2.076923076923077
New Delhi,Sarojini Nagar,13,3.3166666666666664,1.1538461538461537
New Delhi,South Extension 1,13,3.1333333333333333,1.6153846153846154
New Delhi,"Ambience Mall, Vasant Kunj",12,3.4250000000000003,2.4166666666666665
New Delhi,Chawri Bazar,12,3.8000000000000003,1.0
New Delhi,"DLF Place Mall, Saket",12,3.6999999999999997,2.0833333333333335
New Delhi,Ashok Vihar Phase 3,11,3.3909090909090907,1.6363636363636365
New Delhi,JNU,10,3.1375,1.2
New Delhi,Model Town 3,10,3.3444444444444446,1.4
New Delhi,Nizamuddin,10,3.2,1.3
New Delhi,Pandara Road Market,10,3.8600000000000003,2.4
New Delhi,Bhikaji Cama Place,9,2.7555555555555555,1.6666666666666667
New Delhi,Lado Sarai,9,3.3,1.6666666666666667
New Delhi,"Palate of Delhi, Chanakyapuri",9,3.2,1.6666666666666667
New Delhi,"The Imperial, Janpath",9,3.5999999999999996,3.7777777777777777
New Delhi,"Vasant Square Mall, Vasant Kunj",9,3.322222222222222,2.0
New Delhi,"Ansal Plaza Mall, Khel Gaon Marg",8,3.75,2.875
New Delhi,Narela,8,,1.25
New Delhi,Okhla Phase 1,8,3.3,1.125
New Delhi,Patparganj,8,3.1875,1.5
New Delhi,Rajendra Place,8,3.575,2.125
New Delhi,"The India Mall, New Friends Colony",8,2.9714285714285715,1.75
New Delhi,"The Lalit New Delhi, Barakhamba Road",8,3.5375,3.625
New Delhi,Chander Nagar,7,3.085714285714286,1.2857142857142858
New Delhi,"DLF South Square, Sarojini Nagar",7,2.983333333333333,1.7142857142857142
New Delhi,"Sangam Courtyard, RK Puram",7,3.871428571428571,3.2857142857142856
New Delhi,"Star City Mall, Mayur Vihar Phase 1",7,2.9857142857142853,2.142857142857143
New Delhi,Sunder Nagar,7,3.6999999999999997,2.857142857142857
New Delhi,"The Claridges, Aurangzeb Road",7,3.7142857142857144,3.857142857142857
New Delhi,"The Taj Mahal Hotel, Mansingh Road",7,3.7857142857142856,4.0
New Delhi,"District Centre, Janakpuri",6,2.9499999999999997,2.0
New Delhi,"Hotel The Royal Plaza, Janpath",6,3.4166666666666665,4.0
New Delhi,"Hyatt Regency, Bhikaji Cama Place",6,3.8000000000000003,3.8333333333333335
New Delhi,"ITC Maurya, Chanakyapuri",6,3.733333333333333,3.6666666666666665
New Delhi,India Gate,6,3.3666666666666667,1.1666666666666667
New Delhi,"Le Meridien, Janpath",6,3.6666666666666665,4.0
New Delhi,"MGM Club, Daryaganj",6,3.2,3.5
New Delhi,Okhla Phase 2,6,3.175,1.6666666666666667
New Delhi,"Radisson Blu Plaza Delhi, Mahipalpur",6,3.9499999999999997,3.6666666666666665
New Delhi,"The Ashok, Chanakyapuri",6,3.5333333333333337,3.5
New Delhi,Wazirpur,6,3.05,1.0
New Delhi,"Aggarwal City Plaza, Rohini",5,3.04,1.8
New Delhi,"Cross River Mall, Karkardooma",5,3.3200000000000003,2.0
New Delhi,"D Mall, Netaji Subhash Place",5,3.4799999999999995,2.2
New Delhi,"DLF City Centre Mall, Shalimar Bagh",5,3.225,1.4
New Delhi,"Eros Hotel, Nehru Place",5,3.72,3.4
New Delhi,Greater Kailash (GK) 3,5,3.4200000000000004,2.0
New Delhi,"JMD Kohinoor Mall, Greater Kailash",5,3.38,1.6
New Delhi,"Jaypee Vasant Continental, Vasant Vihar",5,3.4,3.6
New Delhi,"MGF Metropolitan Mall, Saket",5,3.6399999999999997,3.4
New Delhi,Moti Bagh,5,3.18,1.6
New Delhi,"Shangri La's - Eros hotel, Janpath",5,3.88,4.0
New Delhi,"Spark Mall, Kamla Nagar",5,3.3200000000000003,1.6
New Delhi,"The Leela Palace, Chanakyapuri",5,3.78,4.0
New Delhi,"Unity One Mall, Janakpuri",5,3.2600000000000002,1.4
New Delhi,"Aditya Mega Mall, Karkardooma",4,3.275,2.25
New Delhi,Aerocity,4,3.2,2.0
New Delhi,"Crescent Square Mall, Rohini",4,3.15,2.25
New Delhi,Delhi Cantt.,4,,1.25
New Delhi,INA,4,3.1999999999999997,1.5
New Delhi,ITO,4,3.25,1.25
New Delhi,Mandi House,4,3.25,1.25
New Delhi,Panchsheel Park,4,3.525,1.75
New Delhi,The Leela Ambience Convention Hotel,4,3.775,4.0
New Delhi,"The Suryaa New Delhi, New Friends Colony",4,3.425,3.5
New Delhi,"The Taj Palace Hotel, Chanakyapuri",4,3.8,3.75
New Delhi,West Patel Nagar,4,3.675,1.25
New Delhi,"Aggarwal City Mall, Pitampura",3,3.033333333333333,2.3333333333333335
New Delhi,Asaf Ali Road,3,3.05,1.3333333333333333
New Delhi,"Bellagio, Ashok Vihar Phase 2",3,3.3000000000000003,3.0
New Delhi,"City Square Mall, Rajouri Garden",3,3.1666666666666665,3.3333333333333335
New Delhi,Essex Farms,3,3.5,2.3333333333333335
New Delhi,"Fun City Mall, Prashant Vihar",3,,1.3333333333333333
New Delhi,Karampura,3,3.533333333333333,1.3333333333333333
New Delhi,"Maidens Hotel, Civil Lines",3,3.1333333333333333,4.0
New Delhi,"Metro Walk Mall, Rohini",3,3.1333333333333333,2.6666666666666665
New Delhi,"Pride Plaza Hotel, Aerocity",3,3.1,3.3333333333333335
New Delhi,"Roseate House, Aerocity",3,3.25,3.6666666666666665
New Delhi,"Sheraton New Delhi Hotel, Saket",3,4.066666666666666,4.0
New Delhi,"TDI Mall, Rajouri Garden",3,3.5,2.3333333333333335
New Delhi,"Taj Vivanta, Khan Market",3,3.6333333333333333,4.0
New Delhi,"The Park, Connaught Place",3,3.4666666666666663,4.0
New Delhi,"The Uppal, Aerocity",3,3.0666666666666664,3.3333333333333335
New Delhi,"The Village Restaurant Complex, Khel Gaon Marg",3,3.8333333333333335,3.3333333333333335
New Delhi,Uday Park,3,3.733333333333333,2.0
New Delhi,Anand Lok,2,3.8,2.0
New Delhi,"Crowne Plaza Hotel, Rohini",2,3.6,3.5
New Delhi,"Crowne Plaza, Mayur Vihar Phase 1",2,3.35,4.0
New Delhi,"DDA Market, Kalu Sarai, Hauz Khas",2,3.0,1.0
New Delhi,"DLF Emporio Mall, Vasant Kunj",2,3.65,3.0
New Delhi,Feroze Shah Road,2,4.2,1.0
New Delhi,Friends Colony,2,4.050000000000001,3.0
New Delhi,"Ginger Hotel, Vivek Vihar",2,4.0,2.5
New Delhi,"Holiday Inn, Mayur Vihar",2,3.55,3.5
New Delhi,"Hotel Broadway, Daryaganj",2,3.65,3.5
New Delhi,"Hotel City Park, Pitampura",2,3.3499999999999996,4.0
New Delhi,"Hotel Classic Diplomat, Mahipalpur",2,,2.5
New Delhi,"Hotel Regent Grand, Karol Bagh",2,3.0,2.0
New Delhi,"Jaypee Siddharth, Rajendra Place",2,3.45,4.0
New Delhi,Kapashera,2,3.2,2.0
New Delhi,Lajpat Nagar 4,2,3.8,1.5
New Delhi,Mathura Road,2,4.2,2.5
New Delhi,Pragati Maidan,2,3.9,2.0
New Delhi,"Premier Inn, Shalimar Bagh",2,3.05,4.0
New Delhi,"Radisson Blu, Paschim Vihar",2,3.2,4.0
New Delhi,Shanti Niketan Marg,2,3.0999999999999996,1.5
New Delhi,"Southern Park Mall, Saket",2,3.45,3.5
New Delhi,"The Grand New Delhi, Vasant Kunj",2,3.45,4.0
New Delhi,"The Lodhi, Lodhi Road",2,3.3499999999999996,2.5
New Delhi,Vikas Marg,2,3.4,1.0
New Delhi,"West End Mall, Janak Puri",2,2.75,1.5
New Delhi,"ibis New Delhi, Aerocity",2,3.1,2.0
New Delhi,"ARSS Mall, Paschim Vihar",1,3.1,2.0
New Delhi,Aaya Nagar,1,,2.0
New Delhi,"Andaz Delhi, Aerocity",1,3.0,3.0
New Delhi,"Best Western Taurus Hotel, Mahipalpur",1,2.7,3.0
New Delhi,"Centaur Hotel, Aerocity",1,,3.0
New Delhi,Chhatarpur,1,2.7,2.0
New Delhi,"City Centre Mall, Rohini",1,3.4,3.0
New Delhi,Dr. Zakir Hussain Marg,1,2.9,1.0
New Delhi,Durga Puri,1,2.9,1.0
New Delhi,"Garden of Five Senses, Saket",1,4.2,4.0
New Delhi,"Gourmet Hub, Pashim Vihar",1,3.4,2.0
New Delhi,"Holiday Inn, Aerocity",1,3.3,3.0
New Delhi,JW Marriott New Delhi,1,3.3,4.0
New Delhi,Jor Bagh,1,3.1,1.0
New Delhi,"Kasbah, Greater Kailash (GK) 1",1,4.5,4.0
New Delhi,Kashmiri Gate,1,3.3,2.0
New Delhi,"Lemon Tree Premier, Aerocity",1,3.5,3.0
New Delhi,Mansingh Road,1,,1.0
New Delhi,Model Town 1,1,3.8,1.0
New Delhi,"Piccadily Hotel, Janakpuri",1,2.6,4.0
New Delhi,Race Course,1,2.9,1.0
New Delhi,"Sector 15, Dwarka",1,3.1,1.0
New Delhi,Shastri Park,1,,2.0
New Delhi,Sheikh Sarai,1,3.1,1.0
New Delhi,"T3 Domestic Arrival, Aerocity",1,3.2,1.0
New Delhi,Tilak Marg,1,,1.0
New Delhi,Trilokpuri,1,,1.0
New Delhi,Tughlakabad Institutional Area,1,3.7,2.0
New Delhi,"West Gate Mall, Rajouri Garden",1,3.5,3.0
New Delhi,"Worldmark 3, Aerocity",1,,2.0
Noida,Sector 62,76,3.0326530612244897,1.4210526315789473
Noida,Sector 18,75,3.3706666666666667,2.1333333333333333
Noida,Sector 72,61,3.0307692307692307,1.4426229508196722
Noida,Sector 110,53,3.0166666666666666,1.6415094339622642
Noida,Sector 41,45,3.15625,1.5333333333333334
Noida,Sector 132,43,2.942857142857143,1.3953488372093024
Noida,Greater Noida,38,2.9499999999999997,1.5263157894736843
Noida,"The Great India Place, Sector 38",37,3.1580645161290324,2.0
Noida,Sector 50,35,2.951724137931034,1.7142857142857142
Noida,"DLF Mall of India, Sector 18,  Noida",31,3.8419354838709676,2.225806451612903
Noida,"Logix City Centre, Sector 32, Noida",30,3.0210526315789474,1.5666666666666667
Noida,Sector 15,29,3.0866666666666664,1.206896551724138
Noida,Sector 51,28,3.1454545454545455,1.6071428571428572
Noida,Sector 27,26,2.9894736842105263,1.1538461538461537
Noida,Sector 37,25,3.566666666666667,1.36
